,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
544,1,Alabama,2,AL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,0,0,0,0,0,0,44.03,91570,4.3,25.12,31.77,41.29,53,66.56,52260,66080,85870,110240,138450,0,0
545,2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,12,0.483,0.45,0,0,49.91,103810,2.8,29.87,35.93,48.09,62.91,77.07,62130,74740,100040,130860,160310,0,0
546,4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,2860,18,0.944,0.87,0,0,50.11,104220,5.2,29.79,37.61,49.41,60.9,75.67,61970,78220,102770,126670,157390,0,0
547,6,California,2,CA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,29420,2.7,1.668,1.55,0,0,70.86,147390,1.4,30.73,40.87,60.97,82.16,110.95,63920,85010,126810,170890,230780,0,0
548,8,Colorado,2,CO,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,3540,8.3,1.278,1.18,0,0,56.04,116560,1.7,29.88,38.16,49.62,64.9,79.78,62140,79370,103200,134990,165930,0,0
549,9,Connecticut,2,CT,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,950,6.6,0.58,0.54,0,0,52.99,110220,2.6,25.15,36.03,50.82,64.34,80.66,52310,74940,105700,133820,167760,0,0
550,10,Delaware,2,DE,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,480,24.3,1.047,0.97,0,0,64.1,133320,2.9,45.45,51.09,63.61,80.65,81.95,94530,106260,132300,167760,170450,0,0
551,11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,3200,17.9,4.638,4.3,0,0,52.98,110190,8,27.95,40.55,46.95,62.7,85.76,58130,84340,97660,130410,178370,0,0
552,12,Florida,2,FL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,8190,4.9,0.889,0.82,0,0,48.45,100780,1.7,25.43,33.74,48.33,61.45,67.15,52900,70170,100520,127810,139670,0,0
553,13,Georgia,2,GA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,5650,5.5,1.225,1.14,0,0,51.16,106400,2.9,29.43,37.18,48.27,63.22,76.98,61210,77330,100400,131490,160110,0,0
554,15,Hawaii,2,HI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,17.6,0.155,0.14,0,0,49.75,103470,6.3,19.64,30.28,54.01,59.48,76.04,40860,62990,112330,123720,158170,0,0
555,16,Idaho,2,ID,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,250,22.9,0.311,0.29,0,0,45.92,95520,3.2,30.21,36.06,46.39,55.91,61.07,62830,75000,96490,116280,127020,0,0
556,17,Illinois,2,IL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,6350,5.3,1.079,1,0,0,52.82,109870,1.1,28.36,38.17,49.87,63.66,80.65,58980,79400,103730,132410,167760,0,0
557,18,Indiana,2,IN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,2200,7.3,0.712,0.66,0,0,37.93,78890,3.3,21.95,27.46,36.52,46.85,53.92,45650,57120,75970,97450,112150,0,0
558,19,Iowa,2,IA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,1970,2.3,1.299,1.2,0,0,45.28,94190,1.2,24.51,33,45.61,53.28,64.44,50980,68650,94860,110820,134040,0,0
559,20,Kansas,2,KS,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,430,32,0.309,0.29,0,0,45.63,94920,7.6,39.01,42.72,42.72,46.76,59.99,81140,88860,88860,97260,124780,0,0
560,21,Kentucky,2,KY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,0,0,0,0,0,0,41.57,86470,3.8,25.43,33.18,39.42,48,60.67,52890,69010,81990,99830,126190,0,0
561,22,Louisiana,2,LA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,580,10,0.313,0.29,0,0,34.48,71710,3.4,25,29.57,31.45,38.51,43.59,52010,61510,65410,80090,90660,0,0
562,23,Maine,2,ME,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,800,9.2,1.311,1.21,0,0,48.6,101080,4.9,30.84,35.75,46.01,63.07,66.8,64140,74360,95700,131190,138940,0,0
563,24,Maryland,2,MD,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,2010,13.3,0.76,0.7,0,0,57.19,118960,3,32.62,42.09,56.6,70.67,80.26,67860,87560,117730,147000,166940,0,0
564,25,Massachusetts,2,MA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,0,0,0,0,0,0,57.86,120340,4.5,34.24,39.63,51,66.39,84.74,71220,82430,106070,138080,176260,0,0
565,26,Michigan,2,MI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,3900,8.9,0.918,0.85,0,0,44.62,92820,3.9,26.25,33.37,41.09,51.52,63.21,54600,69410,85470,107170,131480,0,0
566,27,Minnesota,2,MN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,1600,5.5,0.567,0.53,0,0,53.72,111740,0.8,37.06,42.99,51.41,64.11,75.67,77090,89420,106920,133340,157390,0,0
567,28,Mississippi,2,MS,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,0,0,0,0,0,0,31.7,65940,5.4,14.89,19.15,27.38,37.67,50.98,30980,39830,56950,78360,106040,0,0
568,29,Missouri,2,MO,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,4020,12.4,1.425,1.32,0,0,39.36,81860,2.3,22.67,29.13,37.88,48.88,60.55,47150,60580,78780,101670,125940,0,0
569,30,Montana,2,MT,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,19.8,0.192,0.18,0,0,35.93,74720,10.2,24.15,24.15,36.16,43.41,50.18,50230,50230,75200,90280,104370,0,0
570,31,Nebraska,2,NE,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,1310,7.1,1.346,1.25,0,0,42.95,89340,2.3,27.73,36.02,40.62,49.53,57.24,57680,74920,84490,103030,119070,0,0
571,32,Nevada,2,NV,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,850,14.3,0.6,0.56,0,0,46.57,96870,8.3,28.84,28.84,39.48,54.76,83.45,59990,59990,82110,113890,173580,0,0
572,33,New Hampshire,2,NH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,620,10.7,0.94,0.87,0,0,41.97,87300,5,23.8,27.9,37.32,52.44,65.62,49490,58040,77620,109070,136480,0,0
573,34,New Jersey,2,NJ,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,3030,19,0.737,0.68,0,0,62.49,129980,3.6,36.02,46.37,62.12,75.74,89.73,74920,96450,129210,157550,186640,0,0
574,35,New Mexico,2,NM,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,330,8.4,0.398,0.37,0,0,41.87,87090,5.3,20.69,28.89,37.88,46.23,63.49,43040,60100,78790,96160,132060,0,0
575,36,New York,2,NY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,14760,3.6,1.62,1.5,0,0,61.63,128200,1.7,29.11,40.7,59.63,79.32,99.86,60540,84650,124030,164990,207710,0,0
576,37,North Carolina,2,NC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,5350,8.4,1.151,1.07,0,0,57.67,119960,1,31.52,44.38,58.64,66.33,83.06,65560,92310,121970,137970,172770,0,0
577,38,North Dakota,2,ND,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,15.7,0.361,0.33,0,0,44.87,93340,4.7,30.65,34.83,43.77,54.66,64.04,63740,72440,91050,113700,133190,0,0
578,39,Ohio,2,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,3650,4.5,0.68,0.63,0,0,44.27,92080,1.7,23.26,32.19,42.77,53.73,65.14,48380,66950,88950,111750,135490,0,0
579,40,Oklahoma,2,OK,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,1740,9.6,1.087,1.01,0,0,42.21,87810,3.4,24.81,30.64,38.33,53.29,68.75,51610,63740,79720,110850,143000,0,0
580,41,Oregon,2,OR,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,1610,8.6,0.848,0.79,0,0,53.41,111090,4.1,28.89,32.52,49.29,66.2,84.03,60100,67630,102530,137690,174790,0,0
581,42,Pennsylvania,2,PA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,6370,4.1,1.097,1.02,0,0,46.12,95940,1.5,24.78,33.8,43.91,58.73,65.39,51530,70300,91330,122150,136010,0,0
582,44,Rhode Island,2,RI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,620,9.3,1.286,1.19,0,0,56.53,117570,2.4,38.39,42.2,52.52,64.16,80.91,79840,87770,109240,133460,168290,0,0
583,45,South Carolina,2,SC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,1180,6.6,0.548,0.51,0,0,48.34,100550,1.7,29.52,35.39,47.78,57.35,69.71,61390,73610,99370,119290,145000,0,0
584,46,South Dakota,2,SD,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,14.9,0.264,0.24,0,0,52.13,108430,3.7,34.03,42.01,52.07,57.97,66.49,70780,87380,108310,120580,138300,0,0
585,47,Tennessee,2,TN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,1210,10.8,0.389,0.36,0,0,53.88,112070,5.9,31.17,34.83,45.53,62.59,80.48,64830,72450,94690,130200,167390,0,0
586,48,Texas,2,TX,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,13780,3.1,1.061,0.98,0,0,49.15,102230,0.9,22.6,32.66,47.76,62.39,78.95,47010,67940,99350,129780,164210,0,0
587,49,Utah,2,UT,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,3070,7.5,1.886,1.75,0,0,42.63,88660,4,23.43,30.21,39.06,51.17,64.76,48740,62840,81250,106430,134700,0,0
588,50,Vermont,2,VT,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,41.3,0.513,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,51,Virginia,2,VA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,4500,5.3,1.163,1.08,0,0,64.42,133990,1.3,35.53,47.11,63.65,81.49,95.1,73910,97990,132400,169490,197810,0,0
590,53,Washington,2,WA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,4160,8.3,1.221,1.13,0,0,67.68,140780,4.4,31.88,46.76,65.31,82.16,100.18,66300,97260,135850,170900,208380,0,0
591,54,West Virginia,2,WV,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,11.6,0.106,0.1,0,0,34.88,72550,1.5,27.66,29.81,32.21,40.07,46.29,57540,62000,67010,83340,96280,0,0
592,55,Wisconsin,2,WI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,2740,8.3,0.971,0.9,0,0,43.63,90760,5,16.26,32.35,45.87,51.91,63.04,33820,67290,95410,107980,131120,0,0
593,56,Wyoming,2,WY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,43.9,0.15,0.14,0,0,61.95,128860,25.3,32.93,67.29,67.29,69.05,72.36,68490,139960,139970,143610,150510,0,0
594,72,Puerto Rico,3,PR,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,18.4,0.081,0.07,0,0,31.21,64910,5.2,19.75,26.5,29.68,37.73,38.72,41090,55120,61730,78470,80550,0,0
595,10420,"Akron, OH",4,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,140,9.1,0.461,0.43,0,0,42.83,89080,4.4,22.81,31.41,41.73,55.89,59.33,47450,65330,86810,116260,123410,0,0
596,10580,"Albany-Schenectady-Troy, NY",4,NY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,420,10.7,0.983,0.91,0,0,48.44,100750,2.2,26.59,32.39,44.78,61,75.18,55310,67370,93140,126880,156380,0,0
597,10740,"Albuquerque, NM",4,NM,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,220,8.8,0.565,0.52,0,0,41.96,87270,2.6,23.99,30.19,39.8,46.23,60.98,49900,62790,82780,96160,126840,0,0
598,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,190,9.7,0.532,0.49,0,0,46.27,96250,1.5,27.49,34.74,41.8,58.83,67.95,57180,72260,86950,122360,141340,0,0
599,11180,"Ames, IA",4,IA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,10.4,1.416,1.31,0,0,37.43,77840,6.4,24.61,30.06,32.35,40.61,49.3,51180,62520,67290,84480,102540,0,0
600,11260,"Anchorage, AK",4,AK,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,12.7,0.525,0.49,0,0,51.15,106390,2.3,29.86,35.69,48.31,63.56,79.95,62100,74230,100490,132190,166300,0,0
601,11460,"Ann Arbor, MI",4,MI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,320,10.8,1.535,1.42,0,0,50.22,104460,5,29.93,38.37,50.08,59.58,66.21,62250,79820,104170,123920,137710,0,0
602,11540,"Appleton, WI",4,WI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,6.1,0.752,0.7,0,0,42.32,88030,1.9,27.23,33.46,38.53,48.48,62.73,56640,69600,80150,100840,130480,0,0
603,11700,"Asheville, NC",4,NC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,15.3,0.301,0.28,0,0,57.64,119900,9.6,29.12,41.86,60.04,60.04,94.43,60560,87080,124890,124890,196420,0,0
604,12020,"Athens-Clarke County, GA",4,GA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,18.2,0.352,0.33,0,0,50.71,105470,15.9,26.27,37.56,47.71,61.69,75.09,54640,78130,99240,128300,156200,0,0
605,12060,"Atlanta-Sandy Springs-Roswell, GA",4,GA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,4480,5.3,1.643,1.52,0,0,53.21,110670,2.4,30.56,38.36,50.03,64.9,79.8,63570,79790,104060,134990,165990,0,0
606,12260,"Augusta-Richmond County, GA-SC",4,GA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,12.6,0.401,0.37,0,0,40.57,84380,3.3,23.38,27.17,38.46,47.33,65.78,48640,56520,79990,98440,136820,0,0
607,12420,"Austin-Round Rock, TX",4,TX,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,1990,3.8,1.689,1.56,0,0,53.65,111600,1.3,27.92,38.15,50.65,66.48,81.56,58060,79350,105350,138280,169640,0,0
608,12540,"Bakersfield, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,120,14.2,0.372,0.34,0,0,55.68,115810,4.7,27.32,35.23,53.66,73.54,87.29,56820,73270,111620,152960,181560,0,0
609,12580,"Baltimore-Columbia-Towson, MD",4,MD,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,870,17.7,0.672,0.62,0,0,57.3,119180,4.3,32.18,40.03,58.88,72.84,79.32,66920,83270,122470,151500,164980,0,0
610,12940,"Baton Rouge, LA",4,LA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,490,3.6,1.283,1.19,0,0,32.88,68390,1.6,25,31.25,31.45,31.45,38.63,52010,65000,65410,65410,80340,0,0
611,12980,"Battle Creek, MI",4,MI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,8,0.644,0.6,0,0,37.14,77250,4.8,24.59,25.88,36.15,46.26,49.56,51150,53830,75180,96230,103080,0,0
612,13460,"Bend-Redmond, OR",4,OR,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,12,0.574,0.53,0,0,38.6,80280,4.3,24.03,28.89,35.5,45.74,52.18,49990,60100,73850,95140,108530,0,0
613,13780,"Binghamton, NY",4,NY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,13,0.557,0.52,0,0,49.91,103810,3,23.9,32.28,45.9,62.91,85.56,49720,67150,95460,130840,177970,0,0
614,13820,"Birmingham-Hoover, AL",4,AL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,210,9.4,0.413,0.38,0,0,42.04,87450,3.4,19.81,28.76,36.05,51.09,70.34,41210,59830,74980,106260,146310,0,0
615,14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,20.1,0.471,0.44,0,0,36.17,75230,6.3,20.72,28.18,36.19,44.16,47.7,43100,58620,75270,91840,99220,0,0
616,14260,"Boise City, ID",4,ID,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,190,14.2,0.533,0.49,0,0,47.17,98110,2.9,31.94,36.35,47.06,55.91,62.21,66430,75620,97890,116280,129410,0,0
617,14500,"Boulder, CO",4,CO,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,380,8.3,1.996,1.85,0,0,68.14,141740,2.5,30.49,39.6,50.92,74.02,0,63430,82370,105910,153960,0,0,0
618,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",4,NY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,390,12.7,0.751,0.7,0,0,46.75,97230,1.7,23.37,33.42,45.52,57.08,73.18,48610,69510,94690,118720,152210,0,0
619,15680,"California-Lexington Park, MD",4,MD,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,21.7,1.158,1.07,0,0,53.45,111170,7.7,32.27,40.64,48.92,67.37,78.42,67120,84530,101760,140130,163100,0,0
620,15940,"Canton-Massillon, OH",4,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,10.8,0.385,0.36,0,0,37.78,78590,3.2,22.44,24,37,46.82,59.89,46670,49920,76960,97380,124570,0,0
621,15980,"Cape Coral-Fort Myers, FL",4,FL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,210,38,0.726,0.67,0,0,48.03,99910,6.7,23.55,37.93,47.71,58.19,77.81,48990,78900,99230,121020,161840,0,0
622,16300,"Cedar Rapids, IA",4,IA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,130,5.6,0.91,0.84,0,0,40.85,84980,2.9,21.06,30.68,40.36,48.72,56.9,43800,63810,83950,101330,118350,0,0
623,16580,"Champaign-Urbana, IL",4,IL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,7.7,0.995,0.92,0,0,47.5,98790,4,31.22,32.24,41.85,53.25,69.94,64930,67060,87040,110760,145460,0,0
624,16700,"Charleston-North Charleston, SC",4,SC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,160,11.5,0.461,0.43,0,0,44.04,91600,7.1,29.1,32.93,40.17,53.66,62.21,60520,68490,83560,111610,129400,0,0
625,16740,"Charlotte-Concord-Gastonia, NC-SC",4,NC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,2430,3.7,1.911,1.77,0,0,61.93,128810,0.7,39.17,50.86,64.51,71.6,83.06,81480,105780,134190,148930,172770,0,0
626,16820,"Charlottesville, VA",4,VA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,13.7,1.393,1.29,0,0,56.47,117460,2.4,36.61,40.92,54.77,64.17,82.76,76140,85110,113920,133470,172140,0,0
627,16860,"Chattanooga, TN-GA",4,TN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,28.9,0.265,0.25,0,0,53.07,110390,6.2,27.65,35.23,45.84,62.59,70.16,57510,73270,95350,130200,145930,0,0
628,16980,"Chicago-Naperville-Elgin, IL-IN-WI",4,IL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,5100,6.1,1.155,1.07,0,0,53.27,110800,1,28.36,38.29,50.18,63.89,81.64,58980,79640,104370,132900,169810,0,0
629,17140,"Cincinnati, OH-KY-IN",4,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,1070,8.2,1.009,0.93,0,0,47.67,99160,1,25.53,38.42,48.3,59.2,65.18,53110,79910,100470,123140,135570,0,0
630,17460,"Cleveland-Elyria, OH",4,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,800,7.8,0.813,0.75,0,0,46.71,97150,3,24.45,35.96,46.17,56.56,67.33,50860,74790,96030,117650,140040,0,0
631,17780,"College Station-Bryan, TX",4,TX,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,20.6,0.737,0.68,0,0,49.87,103730,8.4,24.47,33.65,47.98,62.09,76.95,50900,69990,99790,129140,160060,0,0
632,17820,"Colorado Springs, CO",4,CO,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,300,11.1,0.979,0.91,0,0,56.18,116860,3.4,24.9,36.13,49.99,65.57,86.35,51790,75150,103990,136380,179620,0,0
633,17860,"Columbia, MO",4,MO,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,16.9,0.59,0.55,0,0,36.16,75220,2,23.06,28.97,33.4,44.02,50.6,47960,60260,69470,91560,105250,0,0
634,17900,"Columbia, SC",4,SC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,220,12,0.59,0.55,0,0,41.1,85490,4,27.52,29.96,38.63,48.26,60.31,57230,62310,80350,100370,125440,0,0
635,17980,"Columbus, GA-AL",4,GA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,5.3,0.979,0.91,0,0,42.85,89130,2.2,27.6,35.22,46.16,46.16,56.8,57400,73250,96010,96010,118150,0,0
636,18140,"Columbus, OH",4,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,860,9.3,0.809,0.75,0,0,45.1,93820,2.3,21.76,32.59,44.54,58.33,67.93,45260,67780,92650,121320,141300,0,0
637,18580,"Corpus Christi, TX",4,TX,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,9.4,0.623,0.58,0,0,39.66,82490,5.8,19,25.16,33.89,50.14,67.01,39520,52330,70490,104280,139370,0,0
638,18880,"Crestview-Fort Walton Beach-Destin, FL",4,FL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,30.5,0.527,0.49,0,0,48.1,100050,7.6,27.27,34.45,47.22,55.64,65.31,56710,71650,98220,115730,135850,0,0
639,19100,"Dallas-Fort Worth-Arlington, TX",4,TX,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,5040,3.4,1.324,1.23,0,0,51.97,108090,0.9,27.62,37.18,49.68,65.04,80.59,57450,77340,103330,135290,167620,0,0
640,19340,"Davenport-Moline-Rock Island, IA-IL",4,IA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,170,4,0.936,0.87,0,0,41.26,85820,1.3,28.91,31.5,41.41,47.01,56.37,60140,65520,86130,97770,117260,0,0
641,19380,"Dayton, OH",4,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,210,8.1,0.587,0.54,0,0,37.21,77410,2.9,21.18,24.57,36.66,41.95,53.22,44060,51100,76250,87260,110710,0,0
642,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,FL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,9.6,0.311,0.29,0,0,45.6,94850,3.9,23.4,27.85,37.81,52.1,68.98,48680,57920,78640,108370,143470,0,0
643,19740,"Denver-Aurora-Lakewood, CO",4,CO,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,2510,8.8,1.617,1.5,0,0,55.26,114940,1.8,30.89,38.46,49.91,64.9,78.61,64240,80000,103800,134990,163500,0,0
644,19780,"Des Moines-West Des Moines, IA",4,IA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,1220,2.2,3.288,3.05,0,0,49.42,102800,1.1,30.68,40.78,51.39,58.71,65.49,63810,84810,106900,122110,136220,0,0
645,19820,"Detroit-Warren-Dearborn, MI",4,MI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,2180,10.7,1.17,1.08,0,0,46.15,95990,4.4,27.4,35.4,43.4,51.86,63.89,56990,73630,90260,107870,132890,0,0
646,20220,"Dubuque, IA",4,IA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,10.7,0.748,0.69,0,0,33.68,70060,3.2,19.25,25.99,32.66,40.16,48.74,40030,54060,67920,83540,101380,0,0
647,20260,"Duluth, MN-WI",4,MN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,9.4,0.255,0.24,0,0,36.24,75390,2.1,20.21,23.57,28.87,47.33,58.12,42050,49020,60060,98450,120880,0,0
648,20500,"Durham-Chapel Hill, NC",4,NC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,710,5.9,2.176,2.02,0,0,56.32,117150,2.5,30.72,43.55,60.08,66.11,80.81,63900,90580,124960,137510,168080,0,0
649,20740,"Eau Claire, WI",4,WI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,19.9,0.664,0.62,0,0,43.87,91250,2.2,30.25,33.1,45.87,47.43,62.49,62920,68840,95410,98650,129980,0,0
650,21140,"Elkhart-Goshen, IN",4,IN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,6.7,0.325,0.3,0,0,47.38,98550,21.6,23.66,30.52,36.63,49,75.2,49210,63490,76190,101910,156410,0,0
651,21340,"El Paso, TX",4,TX,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,170,10.9,0.536,0.5,0,0,39.09,81300,6.6,17.4,27.84,38.99,47.44,60.49,36190,57910,81090,98670,125810,0,0
652,21500,"Erie, PA",4,PA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,13.5,0.419,0.39,0,0,33.27,69200,4,15.81,23.96,34.26,37.23,46.93,32880,49840,71260,77440,97620,0,0
653,21660,"Eugene, OR",4,OR,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,11.6,0.416,0.39,0,0,39.85,82890,5.3,23.02,27.99,39.27,46.58,63.79,47880,58210,81690,96890,132690,0,0
654,21780,"Evansville, IN-KY",4,IN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,3.7,1.002,0.93,0,0,31.42,65350,2.8,19.2,21.99,30.72,38.04,49.88,39930,45730,63890,79110,103750,0,0
655,22020,"Fargo, ND-MN",4,ND,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,16.1,0.783,0.73,0,0,45.26,94130,6.4,30.69,34.83,43.77,56.17,64.04,63830,72440,91050,116820,133190,0,0
656,22380,"Flagstaff, AZ",4,AZ,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,11.7,0.689,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
